28.28968	89	1
10.90019	208	1
13.0569	151	1
5.75804	117	1
6.01283	183	1
8.70089	248	1
5.67929	236	1
4.27373	223	1
2.97961	235	1
3.03653	163	1
4.74951	248	1
24.52199	275	1
82.6321	231	1
133.29497	365	1
93.90871	197	1
77.1904	162	1
71.68426	153	1
91.12052	185	1
94.88487	191	1
88.91481	185	1
76.81792	166	1
64.98984	142	1
45.16248	108	1
48.73829	118	1
104.58333	501	0
131.94636	529	0
152.76204	608	0
157.3565	545	0
201.89942	419	0
231.73784	607	0
195.7437	599	0
186.69511	577	0
199.86444	641	0
183.81705	654	0
170.16672	623	0
143.09139	570	0
749.0514	570	0
599.83226	407	0
690.48217	390	0
794.44787	472	0
482.39235	369	0
615.33961	357	0
398.48628	306	0
369.48645	267	0
467.38734	321	0
415.85449	304	0
287.48093	236	0
301.1095	290	0
